Trigram,Frekuensi
7 10 paracetamol_tablet,1
10 paracetamol_tablet 35,1
paracetamol_tablet 35 15,1
35 15 11,1
15 11 undifined,1
11 undifined 31,1
undifined 31 19,1
31 19 berdasarkan,1
19 berdasarkan tabel,1
berdasarkan tabel diatas,1
tabel diatas diketahui,1
diatas diketahui bahwa,1
diketahui bahwa dataset,1
bahwa dataset terdiri,1
dataset terdiri dari,1
terdiri dari 10,3
dari 10 kelas,2
10 kelas dan,1
kelas dan dibagi,1
dan dibagi atas,1
dibagi atas 2,1
atas 2 folder,1
2 folder yaitu,1
folder yaitu train,1
yaitu train dan,1
train dan test,1
dan test pada,1
test pada folder,1
pada folder data,2
folder data train,1
data train yang,1
train yang terdiri,1
terdiri dari 11,1
dari 11 kelas,1
11 kelas berjumlah,1
kelas berjumlah 385,1
berjumlah 385 dataset,1
385 dataset pada,1
dataset pada folder,1
folder data test,1
data test mempunyai,1
test mempunyai 11,1
mempunyai 11 kelas,1
11 kelas dengan,1
kelas dengan jumlah,1
dengan jumlah dataset,2
jumlah dataset sejumlah,1
dataset sejumlah 165,1
sejumlah 165 dataset,1
165 dataset total,1
dataset total keseluruhan,1
total keseluruhan dataset,1
keseluruhan dataset yang,1
penelitian yang akan,3
yang akan dilakukan,7
akan dilakukan berjumlah,1
dilakukan berjumlah 550,1
berjumlah 550 dataset,1
550 dataset 2,1
dataset 2 implementasi,1
2 implementasi model,1
implementasi model cnn,1
model cnn a,1
cnn a persiapan,1
akan dilakukan terdiri,1
dilakukan terdiri dari,1
terdiri dari 550,1
dari 550 dataset,1
550 dataset yang,1
dataset yang kemudian,1
yang kemudian dibagi,1
kemudian dibagi menjadi,1
dibagi menjadi 11,2
menjadi 11 kelas,2
11 kelas yang,1
kelas yang terdiri,1
terdiri atas 2,1
atas 2 bentuk,1
2 bentuk sediaan,1
obat yaitu kapsul,1
yaitu kapsul dan,1
dan tablet dataset,1
tablet dataset kemudian,1
dataset kemudian diupload,1
google drive yang,1
drive yang berfungsi,1
yang berfungsi sebagai,4
berfungsi sebagai media,2
sebagai media penyimpanan,2
media penyimpanan data,2
penyimpanan data pada,2
data pada google,1
pada google collaboratory,1
google collaboratory berikut,1
collaboratory berikut contoh,1
berikut contoh dataset,1
contoh dataset yang,1
dataset yang akan,1
akan digunakan pada,2
ini tabel 3,1
tabel 3 visualiasi,1
3 visualiasi dataset,1
visualiasi dataset no,1
no label dataset,1
label dataset 1,1
dataset 1 clindamycin_hcl_,1
clindamycin_hcl_ kapsul 2,1
kapsul 2 diapet_kapsul,1
2 diapet_kapsul 3,1
diapet_kapsul 3 flamar_50_tablet,1
3 flamar_50_tablet 4,1
flamar_50_tablet 4 folavit_tablet,1
4 folavit_tablet 5,1
folavit_tablet 5 laxing_kapsul,1
5 laxing_kapsul 6,1
laxing_kapsul 6 omeprazole_kapsul,1
6 omeprazole_kapsul 7,1
omeprazole_kapsul 7 ranitidine_kapsul,1
7 ranitidine_kapsul 8,1
ranitidine_kapsul 8 sangobion_kapsul,1
8 sangobion_kapsul 9,1
sangobion_kapsul 9 promag_tablet,1
9 promag_tablet 10,1
promag_tablet 10 paracetamol_tablet,1
10 paracetamol_tablet setelah,1
paracetamol_tablet setelah mempersiapkan,1
setelah mempersiapkan dataset,1
mempersiapkan dataset yang,1
dataset yang telah,4
yang telah diupload,1
telah diupload ke,1
diupload ke google,1
google drive selanjutnya,1
drive selanjutnya data,1
selanjutnya data akan,1
data akan dibagi,1
akan dibagi menjadi,4
11 kelas hal,1
kelas hal tersebut,1
hal tersebut dilakukan,1
tersebut dilakukan pemrosesan,1
dilakukan pemrosesan data,1
pemrosesan data sebelum,1
data sebelum menggunakannya,1
sebelum menggunakannya untuk,1
menggunakannya untuk melatih,1
melatih model terdapat,1
model terdapat data,1
terdapat data baru,1
data baru yang,1
baru yang terdiri,1
terdiri dari fitur,1
dari fitur feature,1
fitur feature dan,1
feature dan label,1
dan label label,1
label label dengan,1
label dengan melakukan,1
dengan melakukan iterasi,2
melakukan iterasi data,1
iterasi data tersebut,1
data tersebut selanjutnya,3
tersebut selanjutnya num_classes,1
selanjutnya num_classes diatur,1
num_classes diatur sebagai,1
diatur sebagai 12,1
sebagai 12 yang,1
12 yang menunjukkan,1
yang menunjukkan jumlah,1
menunjukkan jumlah kelas,1
jumlah kelas yang,1
kelas yang ingin,2
ingin diprediksi b,1
diprediksi b preprocessing,1
b preprocessing data,1
preprocessing data pada,1
data pada tahap,2
tahap ini merupakan,3
ini merupakan tahap,3
merupakan tahap untuk,1
tahap untuk mengatur,1
untuk mengatur pembagian,1
mengatur pembagian data,1
pembagian data yang,1
yang akan disebar,1
akan disebar pada,1
disebar pada model,1
pada model yang,1
model yang digunakan,1
yang digunakan yaitu,3
digunakan yaitu convulutuional,1
yaitu convulutuional neural,1
convulutuional neural network,1
network untuk melakukan,1
untuk melakukan augmentasi,1
melakukan augmentasi data,1
augmentasi data gambar,1
data gambar dalam,1
gambar dalam jika,1
dalam jika jurnal,1
1031000jikav7i49751 jika 461,1
jika 461 copyright,1
461 copyright 2023,1
international license proses,1
license proses train,1
proses train model,1
train model menggunakan,1
model menggunakan keras,1
menggunakan keras di,1
keras di google,1
di google collab,1
google collab pada,1
collab pada sistem,1
sistem ini peneliti,1
ini peneliti dapat,1
peneliti dapat menentukan,1
dapat menentukan ukuran,1
menentukan ukuran batch_size,1
ukuran batch_size yang,1
batch_size yang digunakan,1
yang digunakan saat,3
digunakan saat melatih,1
saat melatih model,1
melatih model pada,1
model pada setiap,1
pada setiap iterasi,1
setiap iterasi pelatihan,1
iterasi pelatihan model,1
pelatihan model akan,1
model akan menerima,1
akan menerima 150,1
menerima 150 contoh,1
150 contoh data,1
contoh data sekaligus,1
data sekaligus untuk,1
sekaligus untuk diolah,1
untuk diolah dalam,1
diolah dalam setiap,1
dalam setiap batch,1
setiap batch model,1
batch model akan,1
model akan menghitung,1
akan menghitung loss,1
menghitung loss kesalahan,1
loss kesalahan berdasarkan,1
kesalahan berdasarkan prediksi,1
berdasarkan prediksi yang,1
prediksi yang dihasilkan,1
yang dihasilkan dan,1
dihasilkan dan memperbarui,1
dan memperbarui parameter,1
memperbarui parameter model,1
parameter model misalnya,1
model misalnya bobot,1
misalnya bobot peneliti,1
bobot peneliti menggunakan,1
peneliti menggunakan ukuran,1
menggunakan ukuran batch,1
ukuran batch yang,1
batch yang kecil,1
yang kecil untuk,1
kecil untuk memberikan,1
untuk memberikan perkiraan,1
memberikan perkiraan gradien,1
perkiraan gradien yang,1
gradien yang lebih,1
lebih akurat pada,1
akurat pada setiap,1
pada setiap langkah,1
setiap langkah c,1
langkah c split,1
c split data,1
split data pada,1
tahap dimana sistem,1
dimana sistem akan,1
sistem akan membagi,1
akan membagi dataset,1
membagi dataset menjadi,1
dataset menjadi training,1
menjadi training set,1
training set dan,2
set dan data,1
data testing set,1
testing set secara,1
set secara acak,1
secara acak ukuran,1
acak ukuran pengujian,1
ukuran pengujian test_size,1
pengujian test_size 03,1
test_size 03 akan,1
03 akan dibagi,1
dibagi menjadi 70,1
menjadi 70 training,1
70 training set,1
set dan 30,1
dan 30 testing,1
30 testing set,1
testing set hasil,1
set hasil dari,1
hasil dari kode,1
dari kode diatas,1
kode diatas akan,1
diatas akan mencetak,1
akan mencetak bentuk,1
mencetak bentuk shape,1
bentuk shape dari,1
shape dari data,1
dari data train,1
data train dan,2
train dan testing,1
dan testing memberikan,1
testing memberikan informasi,1
informasi tentang jumlah,1
tentang jumlah data,1
jumlah data yang,2
ada pada masing,1
masing masing folder,1
masing folder dengan,1
folder dengan begitu,1
dengan begitu dapat,1
begitu dapat diketahui,1
dapat diketahui bahwa,2
diketahui bahwa folder,1
bahwa folder train,1
folder train berjumlah,1
train berjumlah 350,1
berjumlah 350 dataset,1
350 dataset sedangkan,1
dataset sedangkan untuk,1
sedangkan untuk folder,1
untuk folder testing,1
folder testing terdiri,1
testing terdiri dari,1
terdiri dari 150,1
dari 150 dataset,1
150 dataset dengan,1
dataset dengan ketentuan,1
dengan ketentuan pembagian,1
ketentuan pembagian kelas,1
pembagian kelas sebanyak,1
kelas sebanyak 10,1
sebanyak 10 kelas,1
10 kelas d,1
kelas d pembuatan,1
d pembuatan model,1
pembuatan model cnn,1
pada tahap pembuatan,1
tahap pembuatan model,1
pembuatan model ini,1
model ini peneliti,1
ini peneliti menggunakan,1
peneliti menggunakan arsitektur,2
arsitektur vgg16 peneliti,1
vgg16 peneliti menggunakan,1
menggunakan arsitektur ini,1
arsitektur ini karena,1
ini karena vgg16,1
karena vgg16 adalah,1
vgg16 adalah model,1
adalah model cnn,1
cnn yang memanfaatkan,1
yang memanfaatkan convolution,1
memanfaatkan convolution layer,1
convolution layer yang,1
layer yang kecil,1
yang kecil sehingga,1
kecil sehingga memungkinkan,1
sehingga memungkinkan hasilnya,1
memungkinkan hasilnya akan,1
hasilnya akan lebih,1
akan lebih akurat,1
lebih akurat daripada,1
akurat daripada model,1
daripada model cnn,1
cnn yang lain,1
yang lain berikut,1
lain berikut kode,1
berikut kode yang,1
kode yang digunakan,2
yang digunakan gambar,1
digunakan gambar 6,1
gambar 6 visualisasi,1
6 visualisasi model,1
visualisasi model cnn,1
cnn pada gambar,1
pada gambar diatas,3
gambar diatas menjelaskan,1
diatas menjelaskan kode,1
menjelaskan kode dalam,1
kode dalam membuat,1
dalam membuat dan,1
membuat dan mengompilasi,1
dan mengompilasi model,1
mengompilasi model menggunakan,1
model menggunakan vgg16,1
menggunakan vgg16 yang,1
vgg16 yang sudah,1
yang sudah dilatih,2
sudah dilatih sebelumnya,2
dilatih sebelumnya dengan,1
sebelumnya dengan menggunakan,1
dengan menggunakan dataset,1
menggunakan dataset imagenet,1
dataset imagenet parameter,1
imagenet parameter input_shape,1
parameter input_shape menentukan,1
input_shape menentukan dimensi,1
menentukan dimensi input,1
dimensi input yang,1
input yang diharapkan,1
yang diharapkan untuk,1
diharapkan untuk model,1
untuk model dalam,1
model dalam sistem,1
dalam sistem parameter,1
sistem parameter weights,1
parameter weights diatur,1
weights diatur sebagai,1
diatur sebagai imagenet,1
sebagai imagenet untuk,1
imagenet untuk menggunakan,1
untuk menggunakan bobot,1
menggunakan bobot yang,1
bobot yang sudah,1
dilatih sebelumnya selanjutnya,1
sebelumnya selanjutnya kodingan,1
selanjutnya kodingan diatur,1
kodingan diatur untuk,1
diatur untuk menonaktifkan,1
untuk menonaktifkan freeze,1
menonaktifkan freeze semua,1
freeze semua lapisan,1
semua lapisan di,1
lapisan di dalam,1
di dalam model,1
dalam model vgg16,1
model vgg16 dengan,1
vgg16 dengan melakukan,1
melakukan iterasi pada,1
iterasi pada setiap,1
pada setiap lapisan,1
setiap lapisan lapisan,1
lapisan lapisan dense,1
lapisan dense ditambahkan,1
dense ditambahkan dengan,1
ditambahkan dengan jumlah,1
dengan jumlah unit,1
jumlah unit sesuai,1
unit sesuai jumlah,1
sesuai jumlah kategori,1
jumlah kategori kelas,1
kategori kelas yang,1
yang ingin di,1
ingin di prediksi,1
di prediksi kemudian,1
prediksi kemudian fungsi,1
kemudian fungsi aktivasi,1
fungsi aktivasi softmax,1
aktivasi softmax digunakan,1
softmax digunakan untuk,1
digunakan untuk menghasilkan,2
untuk menghasilkan probabilitas,1
menghasilkan probabilitas prediksi,1
probabilitas prediksi untuk,1
prediksi untuk setiap,1
untuk setiap kategori,1
setiap kategori e,1
kategori e training,1
e training setelah,1
training setelah melakukan,1
setelah melakukan pembuatan,1
melakukan pembuatan model,1
pembuatan model selanjutnya,1
model selanjutnya peneliti,1
selanjutnya peneliti akan,1
peneliti akan melakukan,2
akan melakukan training,1
melakukan training yang,1
training yang berfungsi,1
yang berfungsi untuk,10
berfungsi untuk melakukan,2
untuk melakukan prediksi,1
melakukan prediksi kepada,1
prediksi kepada model,1
kepada model setelah,1
model setelah prediksi,1
setelah prediksi dibuat,1
prediksi dibuat loss,1
dibuat loss kesalahan,1
loss kesalahan antara,1
kesalahan antara prediksi,1
antara prediksi model,1
prediksi model dan,1
model dan label,1
dan label akan,1
label akan dihitung,1
akan dihitung jumlah,1
dihitung jumlah epoch,1
jumlah epoch yang,1
epoch yang peneliti,1
yang peneliti gunakan,1
peneliti gunakan adalah,1
gunakan adalah 50,1
adalah 50 epoch,1
50 epoch jumlah,1
epoch jumlah epoch,1
jumlah epoch merujuk,1
epoch merujuk pada,1
merujuk pada jumalh,1
pada jumalh kali,1
jumalh kali seluruh,1
kali seluruh dataset,1
seluruh dataset pelatihan,1
dataset pelatihan biasanya,1
pelatihan biasanya dalam,1
biasanya dalam pelatihan,1
dalam pelatihan deep,1
pelatihan deep learning,1
deep learning jumlah,1
learning jumlah epoch,1
jumlah epoch ditentukan,1
epoch ditentukan sebelumnya,1
ditentukan sebelumnya berdasarkan,1
sebelumnya berdasarkan eksperimen,1
berdasarkan eksperimen dan,1
eksperimen dan validasi,1
dan validasi dalam,1
validasi dalam hal,1
ini dapat mencoba,1
dapat mencoba beberapa,1
mencoba beberapa nilai,1
beberapa nilai epoch,1
nilai epoch yang,1
epoch yang berbeda,1
berbeda untuk melihat,1
untuk melihat performa,1
melihat performa model,1
performa model berkembang,1
model berkembang agar,1
berkembang agar memberikan,1
agar memberikan hasil,1
hasil yang baik,1
yang baik tanpa,1
baik tanpa overfitting,1
tanpa overfitting nilai,1
overfitting nilai accuracy,1
nilai accuracy tertinggi,1
accuracy tertinggi terdapat,1
tertinggi terdapat pada,2
terdapat pada epoch,2
pada epoch ke11,2
epoch ke11 dengan,2
ke11 dengan nilai,2
dengan nilai 99,2
nilai 99 dan,1
99 dan nilai,1
dan nilai val_accuracy,1
nilai val_accuracy tertinggi,1
val_accuracy tertinggi terdapat,1
pada epoch ke9,1
epoch ke9 dengan,1
ke9 dengan nilai,1
nilai 99 berikut,1
99 berikut adalah,1
berikut adalah hasil,1
adalah hasil grafik,1
hasil grafik plot,1
grafik plot dari,1
plot dari training,1
dari training yang,1
training yang telah,1
telah dilakukan gambar,1
dilakukan gambar 7,1
gambar 7 grafik,1
7 grafik akurasi,1
grafik akurasi training,1
akurasi training dan,2
training dan validasi,1
dan validasi gambar,1
validasi gambar diatas,1
gambar diatas menunjukkan,1
diatas menunjukkan grafik,1
menunjukkan grafik akurasi,1
grafik akurasi pelatihan,1
akurasi pelatihan yang,2
pelatihan yang mendekati,1
yang mendekati nilai,1
mendekati nilai 1,1
nilai 1 seiring,1
1 seiring dengan,1
seiring dengan peningkatan,1
dengan peningkatan epoch,1
peningkatan epoch baik,1
epoch baik pada,1
baik pada dataset,2
pada dataset training,1
dataset training maupun,1
training maupun pada,1
maupun pada dataset,1
pada dataset validation,1
dataset validation sehingga,1
validation sehingga didapatkan,1
sehingga didapatkan hasil,1
didapatkan hasil pada,1
hasil pada epoch,1
dengan nilai akurasi,2
nilai akurasi pelatihan,2
akurasi pelatihan dan,2
pelatihan dan validasi,1
dan validasi masingmasing,1
validasi masingmasing adalah,1
masingmasing adalah 09943,1
adalah 09943 dan,1
09943 dan 09867,1
dan 09867 grafik,1
09867 grafik garis,1
grafik garis berwarna,1
garis berwarna biru,1
berwarna biru merupakan,1
biru merupakan accuracy,1
merupakan accuracy data,2
accuracy data training,1
data training sedangkan,1
training sedangkan untuk,1
sedangkan untuk garis,1
untuk garis berwarna,1
garis berwarna merah,1
berwarna merah merupakan,1
merah merupakan accuracy,1
accuracy data validation,1
data validation berdasarkan,1
validation berdasarkan gambar,1
berdasarkan gambar grafik,1
gambar grafik diatas,1
grafik diatas dapat,1
diatas dapat diketahui,1
diketahui bahwa grafik,1
bahwa grafik tersebut,1
grafik tersebut jika,1
tersebut jika jurnal,1
1031000jikav7i49751 jika 462,1
jika 462 copyright,1
462 copyright 2023,1
license merupakan grafik,1
merupakan grafik goodfit,1
grafik goodfit untuk,1
goodfit untuk akurasi,1
untuk akurasi training,1
training dan validation,2
dan validation gambar,1
validation gambar 8,1
gambar 8 grafik,1
8 grafik loss,1
grafik loss training,1
loss training dan,1
dan validation f,1
validation f testing,1
f testing pada,1
testing pada tahap,1
tahap ini dilakukan,4
ini dilakukan pengujian,1
dilakukan pengujian untuk,1
pengujian untuk menguji,1
untuk menguji tingkat,1
menguji tingkat akurasi,1
tingkat akurasi arsitektur,1
akurasi arsitektur vgg16,1
arsitektur vgg16 dan,1
vgg16 dan menguji,1
dan menguji label,1
menguji label prediksi,1
label prediksi pada,1
prediksi pada sistem,1
telah dibuat gambar,1
dibuat gambar 9,1
gambar 9 akurasi,1
9 akurasi model,1
akurasi model confusion,1
model confusion matrix,1
confusion matrix g,1
matrix g saving,1
g saving model,1
saving model tahap,2
model tahap terakhir,1
terakhir dalam pengembangan,1
dalam pengembangan model,1
model cnn adalah,1
cnn adalah saving,1
adalah saving model,1
model tahap ini,1
dilakukan untuk menyimpan,1
untuk menyimpan model,2
menyimpan model yang,1
model yang telah,2
telah dibuat berikut,1
dibuat berikut merupakan,1
berikut merupakan kode,1
merupakan kode yang,1
digunakan untuk menyimpan,1
menyimpan model gambar,1
model gambar 10,1
gambar 10 saving,1
10 saving model,1
saving model berdasarkan,1
model berdasarkan gambar,1
berdasarkan gambar diatas,1
gambar diatas model,1
diatas model yang,1
yang telah dilatih,3
telah dilatih akan,1
dilatih akan disimpan,1
akan disimpan file,1
disimpan file dengan,1
file dengan format,1
dengan format h5,1
format h5 dalam,1
h5 dalam kasus,1
kasus ini model,1
ini model disimpan,1
model disimpan dengan,1
disimpan dengan nama,1
dengan nama file,1
nama file yuyumodelh5,1
file yuyumodelh5 yang,1
yuyumodelh5 yang mencakup,1
yang mencakup arsitektur,1
mencakup arsitektur model,1
arsitektur model bobot,1
model bobot dan,1
bobot dan konfigurasi,1
dan konfigurasi lainnya,1
konfigurasi lainnya yang,1
lainnya yang telah,2
yang telah ditentukan,2
telah ditentukan selama,1
ditentukan selama proses,1
selama proses pelatihan,1
proses pelatihan 3,1
pelatihan 3 pembuatan,1
3 pembuatan aplikasi,1
pembuatan aplikasi a,1
aplikasi a hasil,1
a hasil implementasi,1
hasil implementasi interface,1
implementasi interface gambar,1
