ngram,frequency
putra k,1
k o,5
o saputra,1
saputra and,1
and n,2
n m,2
m a,8
a e,1
e d,3
d wirastuti,1
wirastuti implementasi,1
implementasi teknologi,1
teknologi gpon,1
gpon berbasis,1
ftth pada,2
pada perumahan,1
perumahan permata,1
permata anggrek,1
anggrek j,1
ilm multidisiplin,1
multidisiplin vol,1
no 9,9
9 pp,1
pp 31793185,1
31793185 2022,1
2022 9,1
9 d,1
d sidik,1
sidik desain,1
desain pembangunan,2
pembangunan jaringan,2
jaringan fiber,4
the building,3
building fttb,2
fttb apartemen,2
apartemen collin,2
collin boulevard,1
boulevard di,1
di pt,3
pt nap,1
nap info,1
info lintas,1
lintas nusa,1
nusa matrix,1
matrix universitas,1
universitas tama,1
tama jagakarsa,1
jagakarsa indonesia,1
indonesia 1,3
1 dadan,1
dadan desain,1
collin boulevar,1
boulevar pp,1
pp 110,1
110 10,1
10 s,1
s setyanugraha,1
setyanugraha and,1
and r,2
r r,3
r hasibuan,1
hasibuan anteseden,1
anteseden loyalitas,1
loyalitas konsumen,1
konsumen dari,1
dari pemberian,1
pemberian layanan,1
layanan produk,1
produk internet,1
internet pt,1
pt laxo,1
laxo j,1
j ekon,2
manaj vol,1
pp 2130,1
2130 may,1
may 2020,1
2020 doi,9
doi 1037058jemv6i11475,1
1037058jemv6i11475 11,1
11 p,1
p muliandhi,1
muliandhi e,1
e h,1
h faradiba,1
faradiba and,1
and b,2
b a,2
a nugroho,1
nugroho analisa,1
analisa konfigurasi,1
konfigurasi jaringan,1
jaringan ftth,1
ftth dengan,1
dengan perangkat,1
olt mini,1
mini untuk,1
untuk layanan,1
layanan indihome,1
indihome di,1
pt telkom,2
telkom akses,1
akses witel,1
witel semarang,1
semarang elektrika,1
elektrika vol,1
vol 12,6
12 no,5
1 p,1
p 7,1
7 jun,1
jun 2020,1
doi 1026623elektrikav12i11977,1
1026623elektrikav12i11977 12,1
12 daffa,1
daffa aditya,1
aditya rachman,1
rachman yusuf,1
yusuf muhyidin,1
muhyidin and,1
and muhamad,1
muhamad agus,1
agus sunandar,1
sunandar analisis,1
analisis kualitas,1
kualitas layanan,1
layanan jaringan,1
home pt,1
pt xyz,1
xyz menggunakan,1
menggunakan wireshark,1
wireshark storage,1
storage j,1
ilm tek,1
tek dan,1
dan ilmu,20
ilmu komput,1
komput vol,2
pp 214222,1
214222 2023,1
2023 doi,3
doi 1055123storagev2i42531,1
1055123storagev2i42531 13,1
13 j,1
j info,1
info and,1
s informatika,1
informatika machine,1
machine translated,3
translated by,3
by google,3
google kebijakan,2
kebijakan implementasi,2
implementasi pembangunan,2
infrastruktur serat,2
indonesia lessy,2
lessy sutiyono,2
sutiyono aji,2
aji machine,1
aji vol,1
vol 7889,1
7889 pp,1
pp 943,1
943 959,1
959 2024,1
doi 1054209infosainsv14i01,1
1054209infosainsv14i01 14,1
14 g,1
g g,2
g indra,1
indra gunawan,1
and f,1
f antonius,1
antonius alijoyo,1
alijoyo rancang,1
rancang bangun,10
bangun aplikasi,1
aplikasi pembelian,1
pembelian voucher,1
voucher wifi,1
wifi dengan,1
gateway dan,1
dan radius,1
radius j,1
2 pp,8
pp 310321,1
310321 2024,1
doi 1047233jteksisv6i21340,1
1047233jteksisv6i21340 15,1
15 e,1
e p,2
p lumban,1
lumban literature,1
review faktorfaktor,1
yang mempenagruhi,1
mempenagruhi ecommerce,1
teknologi literature,1
review petilaku,1
petilaku konsumen,1
konsumen j,1
manaj sist,1
inf vol,3
no 6,3
6 pp,3
pp 621628,1
621628 2022,1
2022 online,3
available httpsdoiorg1031933jemsiv3i6,1
httpsdoiorg1031933jemsiv3i6 16,1
16 j,1
j internasional,1
internasional et,1
al machine,1
google sejarah,1
sejarah artikel,1
artikel abstrak,1
abstrak enterprise,1
enterprise risk,1
risk management,1
management erm,1
erm value,1
value chain,1
chain vc,1
vc dan,1
dan life,1
life cycle,7
cycle cost,1
cost lcc,1
lcc adalah,1
adalah tiga,1
tiga konsep,1
konsep penting,1
menjalankan perusahaan,1
efektif oleh,1
itu belum,1
belum perusahaan,1
perusahaan data,1
data pen,1
pen vol,1
vol 9644,1
9644 pp,1
pp 388,1
388 396,1
396 2022,1
2022 17,1
17 a,1
a tantoni,1
tantoni m,1
m taufan,1
taufan a,1
a zaen,1
zaen and,1
k imtihan,1
imtihan analisis,1
analisis perbandingan,1
perbandingan hasil,1
hasil aplikasi,1
aplikasi fiber,1
optic calculator,1
calculator dengan,1
dengan impementasi,1
impementasi ftth,1
pada olt,1
olt epon,1
epon hsqg,1
hsqg klik,1
klik kaji,1
kaji ilm,1
ilm inform,1
inform dan,1
dan komput,1
pp 11081120,1
11081120 2023,1
doi 1030865klikv3i6842,1
1030865klikv3i6842 18,1
18 angga,1
angga a,1
a darmawan,1
darmawan sidik,1
sidik heru,1
heru abrianto,1
abrianto analisis,1
analisis redaman,1
redaman pada,1
pada jaringan,2
ftth berteknologi,1
berteknologi gigabit,1
gpon di,1
telkom palmerah,1
palmerah 0,1
0 pp,1
pp 123,1
123 2021,1
2021 19,2
19 m,1
m ibrahim,1
ibrahim a,1
a wijaya,1
wijaya and,1
and u,2
u b,2
b darma,1
darma scitech,1
scitech journal,1
journal vol,3
pp 7482,1
7482 2024,1
2024 20,2
20 r,1
r d,3
d yuseliani,1
yuseliani penambahan,1
penambahan optical,1
optical distribution,1
distribution point,1
point odp,1
odp menggunakan,1
metode branching,1
branching dalam,1
dalam rancangan,1
rancangan jaringan,1
ftth di,1
di gedung,1
gedung g,1
g lantai,1
lantai 3,1
3 politeknik,1
politeknik negeri,1
negeri padang,1
padang j,1
ilm poli,1
poli rekayasa,1
rekayasa vol,1
vol 17,2
17 no,2
2 p,2
p 58,1
58 2022,1
2022 doi,5
doi 1030630jipr172236,1
1030630jipr172236 21,1
21 d,1
d l,1
l hanayuda,1
hanayuda 10,1
10 implementasi,1
implementasi manajemen,2
manajemen bandwidth,1
bandwidth menggunakan,1
menggunakan linux,1
linux clearosu,1
clearosu j,1
j netw,1
netw comput,1
comput vol,1
pp 3746,1
3746 2022,1
available httprepositoryupbatamacid24340ahttpreposi,1
httprepositoryupbatamacid24340ahttpreposi toryupbatamacid24341cover,1
toryupbatamacid24341cover sd,1
sd bab,1
bab iiipdf,1
1827 mppki,1
mppki september,8
september 2023,8
2023 vol,8
9 publisher,8
publisher fakultas,8
fakultas kesehatan,10
kesehatan masyarakat,21
masyarakat universitas,10
universitas muhammadiyah,32
muhammadiyah palu,8
palu case,1
case control,6
control study,2
study faktor,1
risiko kejadian,2
kejadian hipertensi,33
hipertensi pada,25
pada pegawai,32
pegawai kantor,11
kantor gubernur,22
gubernur aceh,21
aceh kota,2
kota banda,7
banda aceh,10
aceh tahun,2
tahun 2022,10
2022 case,1
study risk,1
risk factors,1
factors of,1
of hypertension,3
hypertension in,1
in aceh,1
aceh governor,1
governor office,1
office employees,1
employees in,2
in banda,1
aceh city,2
city in,1
in 2022,1
2022 putri,1
putri riza,1
riza yana1,1
yana1 tahara,1
tahara dilla,1
dilla santi2,1
santi2 farrah,1
farrah fahdhienie3,1
fahdhienie3 dharina,1
dharina baharuddin4,1
baharuddin4 1234program,1
1234program studi,1
studi ilmu,1
ilmu kesehatan,21
masyarakat fakultas,1
muhammadiyah aceh,1
aceh korespondensi,1
korespondensi penulis,1
penulis farrahfahdhienieunmuhaacid,1
farrahfahdhienieunmuhaacid abstrak,1
abstrak latar,1
belakang hipertensi,1
hipertensi merupakan,2
satu penyakit,2
penyakit tidak,4
tidak menular,4
menular ptm,2
ptm yang,1
paling serius,1
serius yang,3
dapat memicu,1
memicu berbagai,1
berbagai penyakit,4
penyakit mematikan,1
mematikan seperti,1
seperti jantung,1
jantung dan,4
dan stroke,2
stroke hipertensi,1
hipertensi dapat,2
dapat terjadi,9
risiko seperti,2
seperti kebiasan,2
kebiasan hidup,2
kurang baik,12
baik pola,2
pola diet,2
diet yang,2
atau kualitas,2
kualitas tidur,3
tidur yang,3
baik tujuan,1
hubungan aktivitas,4
aktivitas fisik,56
fisik merokok,2
merokok lingkar,1
lingkar perut,25
perut dan,1
dan bmi,4
bmi body,4
body mass,12
mass indeks,11
indeks dengan,5
dengan kejadian,19
hipertensi metode,1
metode kuantitatif,1
kuantitatif dengan,1
dengan desain,1
desain case,1
control populasi,1
populasi adalah,2
adalah 200,1
200 pegawai,1
pegawai dengan,2
dengan pengambilan,2
sampel menggunakan,3
menggunakan non,2
non random,3
random sampling,3
sampling yang,1
berupa purposive,2
sampling yaitu,3
yaitu dari,1
data survei,2
survei milik,1
milik peneliti,1
peneliti sebanyak,1
sebanyak 90,3
90 pegawai,4
pegawai diantaranya,1
diantaranya 30,1
30 kasus,1
kasus dan,4
dan 60,2
60 kontrol,1
kontrol hasil,1
bahwa hasil,2
hasil univariat,1
univariat aktivitas,1
fisik sedang,5
sedang 4667,1
4667 lingkar,1
perut normal,6
normal 100,2
100 tidak,1
tidak merokok,5
merokok 8667,1
8667 memiliki,1
memiliki bmi,3
bmi normal,2
100 hasil,1
hasil bivariat,1
bivariat hubungan,1
hubungan antara,14
antara aktivitas,6
fisik p,1
p value,14
value 0001,8
0001 dan,5
dan or,7
or 001004,2
001004 lingkar,1
perut p,1
or 007030,2
007030 merokok,1
merokok p,1
or 85,2
85 bmi,2
bmi p,2
or 1,12
1 dengan,2
hipertensi kesimpulan,1
kesimpulan sebaiknya,1
sebaiknya kepala,1
kepala dinas,2
dinas kesehatan,6
kesehatan kota,3
aceh untuk,2
melakukan promosi,2
promosi kesehatan,5
kesehatan pada,4
pegawai di,7
di kantor,11
kantor seperti,2
seperti penyuluhan,2
penyuluhan selain,1
itu kepala,1
kepala bidang,2
bidang isra,2
isra dapat,1
dapat mencanangkan,2
mencanangkan program,1
program baru,1
baru seperti,2
seperti senam,2
senam sehat,2
memberikan edukasi,3
edukasi terkait,2
terkait pola,4
pola makan,3
makan kata,1
kunci hipertensi,1
hipertensi aktivitas,2
fisik lingkar,4
perut merokok,4
merokok bmi,1
bmi abstract,1
abstract introduction,1
introduction hypertension,1
hypertension is,1
the noncommunicable,1
noncommunicable diseases,1
diseases which,1
which is,7
is the,7
the most,3
most serious,1
serious health,1
health problem,1
problem that,1
can trigger,1
trigger various,1
various deadly,1
deadly diseases,1
diseases such,1
as heart,1
heart disease,1
disease and,1
and stroke,1
stroke objective,1
objective this,1
between physical,2
physical activity,9
activity smoking,1
smoking abdominal,1
abdominal circumference,4
circumference and,1
and bmi,1
mass index,1
index with,1
the incidence,2
incidence of,2
hypertension method,1
method this,2
uses a,2
a quantitative,2
quantitative method,1
method with,1
with case,1
control design,1
design the,2
population is,1
is 200,1
200 employees,1
employees and,1
the sample,1
sample is,1
is taken,1
taken using,1
using non,1
sampling in,1
the form,3
form of,3
of purposive,1
sampling namely,1
namely from,1
from the,8
the survey,1
survey data,1
data belonging,1
belonging to,1
the researcher,1
researcher as,1
as many,2
many as,2
as 90,1
90 employees,1
employees including,1
including 30,1
30 cases,1
cases and,1
and 60,1
60 controls,1
controls result,1
result the,1
results showed,2
the univariate,1
univariate results,1
of moderate,1
moderate physical,1
activity 4667,1
4667 normal,1
normal abdominal,1
circumference 100,1
100 non,1
non smokers,1
smokers 8667,1
8667 had,1
had normal,1
normal bmi,1
bmi 100,1
100 bivariate,1
bivariate results,1
activity p,1
0001 and,4
and or,4
001004 abdominal,1
circumference p,1
007030 smoking,1
smoking p,1
1 with,1
hypertension conclusion,1
conclusion it,1
is recommended,1
recommended that,1
the head,2
head of,2
the banda,1
city health,1
health office,1
office carry,1
carry out,2
out health,1
health promotion,2
promotion for,1
for employees,1
the office,1
office such,1
as counseling,1
counseling besides,1
besides that,1
the isra,1
isra field,1
field can,1
can launch,1
launch new,1
new programs,1
programs such,1
as healthy,1
healthy exercise,1
exercise and,3
and provide,1
provide education,1
education related,1
to diet,1
diet keywords,1
keywords hypertension,1
hypertension physical,1
activity abdominal,1
circumference smoke,1
smoke bmi,1
bmi issn,1
issn 2597,1
2597 6052,1
6052 doi,1
doi httpsdoiorg1056338mppkiv6i93605,1
httpsdoiorg1056338mppkiv6i93605 mppki,1
mppki media,1
media publikasi,1
publikasi promosi,1
kesehatan indonesia,2
indonesia the,2
the indonesian,3
indonesian journal,4
of health,1
promotion research,1
research articles,1
articles open,1
open access,5
access 1828,1
1828 mppki,1
palu pendahuluan,1
pendahuluan hipertensi,1
hipertensi atau,1
atau tekanan,1
tekanan darah,26
darah tinggi,3
tinggi adalah,2
adalah peningkatan,2
peningkatan tekanan,3
darah sistolik,3
sistolik lebih,1
lebih dari,23
dari 140,1
140 mmhg,1
mmhg dan,1
dan tekanan,4
darah diastolik,1
diastolik lebih,1
dari 90,4
90 mmhg,1
mmhg salah,1
menular dengan,1
dengan kondisi,5
kondisi medis,1
medis serius,1
yang meningkatkan,2
meningkatkan risiko,5
risiko penyakit,3
penyakit jantung,12
jantung stroke,1
stroke otak,1
otak ginjal,1
ginjal dan,4
dan penyakit,5
penyakit lainnya,1
lainnya hipertensi,1
hipertensi juga,1
penyebab utama,3
utama kematian,1
kematian dini,2
dini secara,1
secara global,3
global 1,1
1 hipertensi,1
baik 2,2
2 dalam,2
dalam mengatasi,4
mengatasi masalah,10
tersebut pemerintah,1
pemerintah telah,1
telah membuat,1
membuat program,2
program germas,1
germas gerakan,1
gerakan masyarakat,1
masyarakat hidup,1
hidup sehat,1
sehat sebagai,1
untuk menurunkan,4
menurunkan prevalensi,1
prevalensi penyakit,1
menular yang,1
yang diantaranya,2
diantaranya meliputi,1
meliputi makan,1
makan buah,1
buah dan,2
dan sayur,1
sayur cek,1
cek kesehatan,1
kesehatan berkala,1
berkala seperti,1
seperti tekanan,1
badan dan,5
dan berat,5
berat badan,43
badan 3,1
3 selain,1
itu kementerian,1
kementerian kesehatan,8
kesehatan republik,5
republik indonesia,37
juga membuat,1
program terkait,1
makan dengan,1
menerapkan 4,1
4 pilar,1
pilar gizi,1
gizi seimbang,1
seimbang yang,3
satu cakupannya,1
cakupannya yakni,1
yakni memantau,1
memantau dan,1
dan mempertahankan,1
mempertahankan berat,2
badan normal,2
normal melalui,1
melalui isi,1
isi piringku,1
piringku 23,1
23 porsi,2
porsi lauk,1
lauk pauk,6
pauk 23,1
porsi buah,1
buah 34,1
34 makanan,1
makanan pokok,1
pokok 34,1
34 sayuran,1
sayuran programprogram,1
programprogram pemerintah,1
pemerintah yang,1
dibuat bersifat,1
bersifat preventif,1
preventif harus,1
harus diterapkan,1
diterapkan sebagai,2
sebagai early,1
early warning,1
warning bagi,1
masyarakat termasuk,2
termasuk pada,1
pada usia,6
usia dewasa,3
dewasa 3,2
3 data,3
data world,1
world health,3
health organization,3
organization who,2
who memperkirakan,1
memperkirakan bahwa,1
bahwa prevalensi,1
prevalensi global,1
global hipertensi,1
2019 sebesar,1
sebesar 22,1
22 dari,1
dari total,7
total populasi,2
populasi dunia,1
dunia wilayah,1
wilayah afrika,1
afrika memiliki,1
memiliki prevalensi,1
prevalensi hipertensi,5
hipertensi tertinggi,1
tertinggi sebesar,2
sebesar 27,1
27 asia,1
asia tenggara,3
tenggara menempati,1
menempati peringkat,1
peringkat ketiga,1
ketiga dengan,1
tingkat prevalensi,1
prevalensi tertinggi,3
tertinggi 25,1
25 dari,1
populasi 4,1
4 penelitian,1
penelitian arrmilawaty,1
arrmilawaty dalam,1
dalam kasumayanti,1
kasumayanti 2021,1
2021 kenaikan,1
kenaikan kasus,1
kasus hipertensi,1
hipertensi terutama,1
terutama di,6
negara berkembang,1
berkembang diperkirakan,1
diperkirakan sekitar,1
sekitar 80,1
80 pada,1
tahun 2025,2
2025 dari,1
dari sejumlah,2
sejumlah 639,1
639 juta,1
juta kasus,1
kasus tahun,1
2000 diperkirakan,1
diperkirakan menjadi,1
menjadi 115,1
115 milyar,1
milyar kasus,1
di tahun,2
2025 5,1
5 hipertensi,1
hipertensi masih,1
masih menjadi,4
tantangan besar,2
besar di,3
indonesia betapa,1
betapa tidak,1
tidak hipertensi,1
merupakan kondisi,2
kondisi umum,1
umum yang,3
terjadi dalam,3
dalam pelayanan,2
pelayanan kesehatan,5
kesehatan kesehatan,1
kesehatan dasar,3
dasar hal,1
itu merupakan,8
kesehatan dengan,5
dengan prevalensi,1
prevalensi yang,1
indonesia banyaknya,1
banyaknya penderita,1
penderita hipertensi,3
hipertensi diperkirakan,1
diperkirakan 15,1
15 juta,1
juta orang,1
orang tetapi,1
tetapi hanya,1
hanya 4,2
4 yang,2
merupakan hipertensi,1
hipertensi terkontrol,1
terkontrol 5,1
5 menurut,1
menurut riskesdas,2
riskesdas tahun,1
tahun 2018,5
2018 prevalensi,2
hipertensi berdasarkan,3
pengukuran di,1
indonesia mencapai,5
mencapai 3411,1
3411 dimana,1
dimana jumlah,2
jumlah prevalensi,4
prevalensi berdasarkan,2
berdasarkan karakteristik,3
karakteristik kelompok,2
kelompok umur,6
umur tertinggi,2
tertinggi berada,10
berada pada,16
usia diatas,2
diatas 75,2
75 tahun,2
tahun 6953,1
6953 karakteristik,1
karakteristik jenis,2
kelamin tertinggi,2
perempuan 3685,1
3685 karakteristik,1
karakteristik pendidikan,2
pada orang,10
yang tidakbelum,2
tidakbelum pernah,1
sekolah 5156,1
5156 karakteristik,1
karakteristik pekerjaan,3
pekerjaan tertinggi,2
tidak bekerja,2
bekerja 3973,1
3973 dan,1
dan karakteristik,4
karakteristik tempat,2
tempat tinggal,11
tinggal tertinggi,2
pada daerah,2
perkotaan 3443,1
3443 6,1
6 dari,1
dari 34,1
34 provinsi,1
provinsi diantaranya,1
diantaranya kalimantan,1
kalimantan selatan,10
selatan menempati,1
menempati jumlah,2
tertinggi di,2
jumlah 441,1
441 dan,1
dan terendah,2
terendah di,2
di papua,3
papua sebesar,1
sebesar 222,1
222 di,1
di aceh,2
aceh sendiri,2
sendiri jumlahnya,2
jumlahnya mencapai,2
mencapai 2645,2
2645 7,1
7 menurut,1
riskesdas provinsi,3
provinsi aceh,3
aceh 2018,2
berdasarkan pengukuran,1
pengukuran pada,1
pada penduduk,1
penduduk 18,1
18 kabupatenkota,1
kabupatenkota aceh,2
aceh mencapai,1
2645 dimana,1
tahun sebesar,10
sebesar 5708,1
5708 karakteristik,1
perempuan sebesar,1
sebesar 2942,1
2942 karakteristik,1
tidakbelum sekolah,1
sekolah sebesar,1
sebesar 4128,1
4128 karakteristik,1
bekerja sebesar,1
sebesar 2965,1
2965 disusul,1
disusul juga,1
juga dengan,5
dengan pnstnipolribumnbumd,1
pnstnipolribumnbumd sebesar,1
sebesar 2959,1
2959 dan,1
perkotaan sebesar,1
sebesar 2903,1
2903 dari,1
dari 23,2
23 kabupatenkota,1
aceh diantaranya,1
diantaranya daerah,1
daerah bener,1
bener meriah,1
meriah menempati,1
aceh dengan,1
jumlah 3675,1
3675 dan,1
di simeulue,1
simeulue sebesar,1
sebesar 1847,1
1847 di,1
di banda,1
mencapai 2332,1
2332 berada,1
di urutan,1
urutan ke15,1
ke15 besar,1
besar dari,10
dari 24,1
24 kabupatenkota,1
kabupatenkota 8,1
8 data,1
data dari,28
dari dinas,1
aceh 2019,1
2019 menunjukkan,1
menunjukkan penyebab,1
penyebab faktor,1
ptm tersebut,1
adalah persentase,2
persentase perokok,2
perokok yang,1
wilayah kota,2
aceh sebanyak,1
sebanyak 5208,1
5208 kecamatan,1
kecamatan meuraxa,1
meuraxa mempunyai,1
mempunyai persentase,1
perokok tertinggi,1
tertinggi sebanyak,1
sebanyak 57,1
57 dalam,1
dalam sembilan,1
sembilan kabupaten,1
kabupaten 9,1
9 menurut,1
menurut prevalensi,1
hipertensi yang,3
yang diukur,1
diukur berdasarkan,2
pekerjaan tahun,1
2018 tertinggi,1
tertinggi terjadi,2
pada pnspegawai,1
pnspegawai sebanyak,1
sebanyak 2959,1
2959 dimana,1
dimana lokasi,1
lokasi kantor,1
aceh termasuk,1
termasuk salah,3
satu kelompok,1
kelompok yang,6
yang berisiko,1
berisiko yaitu,1
yaitu pekerja,1
pekerja pekerja,1
pekerja yang,2
yang duduk,2
duduk seharian,1
seharian dibelakang,1
dibelakang meja,2
meja yang,1
tidak melakukan,7
melakukan aktivitas,15
dan kurang,2
kurang aktif,2
aktif secara,2
fisik dapat,2
menyebabkan kelompok,1
kelompok berisiko,1
berisiko terkena,2
terkena hipertensi,3
hipertensi karena,1
karena gaya,1
gaya hidup,21
hidup pekerja,1
buruk sehingga,1
sehingga pendekatan,1
yang tepat,8
tepat dalam,2
ini memaksimalkan,1
memaksimalkan hasil,1
yang berjumlah,4
berjumlah 6,1
6 mahasiswa,1
mahasiswa kesehatan,1
termasuk rekan,1
rekan 3,1
3 sarjana,1
sarjana dan,1
dan 3,2
3 magister,1
magister kantor,1
aceh mrmiliki,1
mrmiliki beberapa,1
ruang yaitu,1
yaitu ruang,1
ruang administrasi,1
administrasi pembangunan,1
pembangunan ekonomi,4
ekonomi organisasi,1
organisasi umum,1
umum hubungan,1
hubungan masyarakat,1
masyarakat dan,20
dan protokol,1
protokol humas,1
humas tata,1
tata pemerintahan,1
pemerintahan tapem,1
tapem p2k,1
p2k keistimewaan,1
keistimewaan dan,1
kesejahteraan rakyat,6
rakyat isra,1
isra dan,1
dan ruang,2
ruang rumah,1
tangga rt,1
rt dimana,1
dimana saya,1
saya survey,1
survey pada,1
pada biro,1
biro umum,1
umum mereka,1
mereka sering,2
sering bekerja,1
bekerja lebih,5
banyak pada,4
pada waktu,7
waktu yang,11
untuk duduk,1
duduk dibelakang,1
meja 75,1
75 dan,1
dan 25,6
25 lagi,1
lagi dia,1
dia melakukan,1
melakukan kegiatan,8
kegiatan berdiri,1
berdiri berjalan,1
berjalan dan,3
aktivitas lain,1
dengan aktivitas,4
fisik ringan,11
ringan hal,1
ini tentunya,1
tentunya sangat,1
terhadap naiknya,1
naiknya tekanan,1
darah salah,1
satunya bisa,1
bisa dipengaruhi,1
oleh perilaku,1
perilaku atau,1
atau kondisi,3
kondisi tubuh,1
tubuh pekerja,1
pekerja seperti,1
seperti lelahletihlesu,1
lelahletihlesu kurang,1
kurang berolahraga,1
berolahraga dan,1
dan stress,1
stress peneliti,1
peneliti ingin,1
ingin melihat,1
melihat hubungan,2
hubungan faktor,1
aceh terhadap,1
terhadap kejadian,15
hipertensi 1829,1
1829 mppki,1
palu metode,1
metode jenis,3
jenis dalam,1
adalah kuantitatif,1
kuantitatif bersifat,1
bersifat deskriptif,1
deskriptif analitik,2
analitik dengan,2
metode rancangan,1
rancangan kasus,1
kasus kontrol,5
kontrol case,2
control menggunakan,1
software stata,1
stata populasi,1
populasi dalam,3
adalah seluruh,3
seluruh pegawai,1
2022 dengan,2
rasio 12,1
12 dimana,1
dimana sebanyak,1
sebanyak 30,4
30 populasi,1
populasi kasus,1
60 populasi,1
populasi kontrol,1
kontrol dengan,1
random yang,1
yaitu pemilihan,1
pemilihan sampel,1
